Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Count,Latitude,Longitude
OLSON,DOG,MASTIFF/POINTER,BROWN/WHITE,Neutered,X-LRG,5/1/2013,K18-029304,DA20,A375080,7/31/2018,8/9/2018,9,TRANSFER,PRIV_SHELT,TRANSFER,SEAHUMANE,UNKNOWN,TREATABLE/REHAB,OUT OF COUNTY,OUT OF COUNTY,98005.0,1,47.64441,-122.1621
*JEFF,CAT,SIAMESE/MIX,FLAME PT,Neutered,KITTN,6/1/2018,K18-029487,LOBBY,A375392,8/15/2018,8/18/2018,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
LUKAS,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,5/13/2014,K22-041325,DA02,A411429,5/8/2022,9/13/2022,128,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,94952.0,1,38.23262,-122.64426
*RUDY,CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,1/2/2019,K19-034388,CA02,A393456,11/2/2019,12/18/2019,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
SHASTA,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,,1/1/2006,K21-037888,DS89,A032674,2/11/2021,2/11/2021,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95403.0,1,38.51311,-122.75502
ARWEN,CAT,DOMESTIC MH,TORTIE,Female,SMALL,,K19-034548,TRUCK,A393678,11/12/2019,11/12/2019,0,STRAY,FIELD,RETURN TO OWNER,FLD_NBR,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
BOOTS,DOG,WELSH CORGI CAR/MIX,BL BRINDLE/TAN,Male,SMALL,,K19-033949,DQ118,A391930,10/1/2019,10/18/2019,17,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
SAMPSON,DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,,K20-035117,DQ110,A395685,1/19/2020,1/29/2020,10,QUARANTINE,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95404.0,1,38.43807,-122.71247
PEANUT,DOG,CHIHUAHUA SH,TRICOLOR,Neutered,TOY,6/21/2012,K18-029196,TRUCK,A290407,7/23/2018,7/23/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
JAKE,DOG,PARSON RUSS TER,TRICOLOR,Neutered,SMALL,5/2/2003,K17-024881,DS61,A290268,8/16/2017,8/16/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
MOO,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,11/1/2015,K17-025249,CS05,A351092,9/9/2017,9/12/2017,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
MALEE,CAT,DOMESTIC MH,TORTIE/WHITE,Spayed,SMALL,6/19/2009,K17-023798,CA02,A353573,6/6/2017,6/30/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
BELLA,DOG,GERM SHEPHERD,BLACK,Spayed,LARGE,9/9/2011,K15-015764,DA12,A326553,9/2/2015,10/8/2015,36,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95421.0,1,38.53578,-123.08828
,CAT,DOMESTIC LH,BRN TABBY,Unknown,SMALL,,K16-018165,CS06,A334682,3/22/2016,3/29/2016,7,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Unknown,SMALL,,K18-029457,CS06,A375341,8/13/2018,8/14/2018,1,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,TREATABLE/MANAGEABLE,*WINDSOR,SANTA ROSA,95403.0,1,38.51311,-122.75502
,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,4/24/2016,K16-019707,CS06,A339427,7/9/2016,7/20/2016,11,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95401.0,1,38.45663,-122.72292
*MISTY,DOG,GERM SHEPHERD/MIX,WHITE,Spayed,MED,5/30/2018,K19-031209,DA42,A383554,1/16/2019,2/8/2019,23,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
*MIKEY,CAT,DOMESTIC MH,CREAM/TAN,Neutered,KITTN,4/21/2021,K21-039069,CA03,A405900,7/17/2021,7/27/2021,10,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,*PETALUMA,94954.0,1,38.2581,-122.63753
SADIE,DOG,PUG/BEAGLE,BLACK/WHITE,Spayed,SMALL,10/9/2009,K16-021454,DA39,A298049,11/4/2016,11/12/2016,8,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,OUT OF COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
BEAR,DOG,GERM SHEPHERD/MIX,TAN/BLACK,Neutered,LARGE,,K15-015642,DS74,A326335,8/27/2015,8/27/2015,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95436.0,1,38.47569,-122.89487
,CAT,DOMESTIC SH,GRAY,Unknown,SMALL,,K15-012634,CS06,A316348,1/29/2015,2/4/2015,6,CONFISCATE,FLD_CORONR,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,SANTA ROSA,95409.0,1,38.46417,-122.67071
*ROCKY,DOG,SHIH TZU,WHITE/TAN,Neutered,SMALL,3/17/2008,K15-012961,DA47,A317305,2/28/2015,4/7/2015,38,STRAY,FIELD,TRANSFER,GREEN DOG,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
MILO,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,7/10/2017,K17-025447,LOBBY,A361200,9/22/2017,9/26/2017,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95401.0,1,38.45663,-122.72292
CRASH,DOG,LABRADOR RETR/MIX,YELLOW,Male,MED,,K18-030068,TRUCK,A377157,9/30/2018,9/30/2018,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_NBR,UNKNOWN,HEALTHY,COUNTY,COUNTY,95436.0,1,38.47569,-122.89487
,DOG,RAT TERRIER/MIX,BR BRINDLE/WHITE,Unknown,PUPPY,,K19-031189,CS04,A383478,1/13/2019,1/24/2019,11,STRAY,BORN_HERE,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
*SHEBA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,,K16-021432,DS78,A344728,11/2/2016,11/26/2016,24,STRAY,FIELD,TRANSFER,B A GERMAN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94947.0,1,38.10139,-122.57809
DOG,DOG,ROTTWEILER,BLACK/TAN,Male,MED,6/20/2015,K20-035819,DQ112,A330162,5/16/2020,5/16/2020,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
*PRIM,CAT,SIAMESE/MIX,WHITE/LILAC PT,Spayed,KITTN,8/14/2016,K16-021384,LOBBY,A344668,10/29/2016,11/12/2016,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407.0,1,38.41483,-122.72707
DAKOTA,DOG,SIBERIAN HUSKY,BLACK/WHITE,Spayed,MED,,K22-040800,DS77,A410291,2/25/2022,2/25/2022,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_LETTER,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
SIRUS,DOG,GERM SHEPHERD,BLACK,Male,LARGE,10/24/2011,K19-032309,DS81,A329205,5/23/2019,5/23/2019,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
*TANK,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,4/1/2021,K21-038747,CA03,A405242,6/7/2021,6/17/2021,10,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
LACEY,DOG,CHIHUAHUA SH/MIX,BLACK/TAN,Spayed,TOY,6/23/2013,K14-009279,DA02,A307929,6/12/2014,6/26/2014,14,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*MICHAEL,DOG,MIN PINSCHER,BLACK/TAN,Neutered,SMALL,8/22/2017,K18-026990,DA48,A366816,1/12/2018,1/23/2018,11,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
RODNEY,DOG,PAPILLON/MIX,TRICOLOR,Neutered,SMALL,10/31/2009,K15-016922,DS62,A329892,11/28/2015,11/28/2015,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
BACK UP,DOG,POMERANIAN/MIX,WHITE/BROWN,Male,SMALL,,K15-015951,DI098,A326954,9/14/2015,10/3/2015,19,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95465.0,1,38.4071,-122.94753
SOCKS,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,11/14/2007,K14-008844,CS04,A306661,5/14/2014,5/27/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95442.0,1,38.36279,-122.5247
JUNIOR,DOG,AUST KELPIE/MIX,BROWN/WHITE,Male,LARGE,,K17-023276,TRUCK,A347530,4/27/2017,4/27/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,*WINDSOR,OUT OF COUNTY,95443.0,1,39.02627,-122.73209
*JULIET,DOG,GREAT PYRENEES,WHITE,Spayed,X-LRG,3/27/2019,K20-035451,DA22,A396395,2/25/2020,4/11/2020,46,STRAY,VET_HOSP,TRANSFER,CWOB,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
MIMSI,DOG,BOSTON TERRIER/MIX,BR BRINDLE,Spayed,MED,9/21/2011,K18-030288,DA45,A282644,10/18/2018,11/29/2018,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952.0,1,38.23262,-122.64426
STRETCH,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,2/2/2017,K18-027075,CA02,A367697,1/24/2018,2/3/2018,10,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,1,38.23262,-122.64426
*CLEO,DOG,WELSH CORGI PEM/QUEENSLAND HEEL,TRICOLOR,Female,MED,6/15/2016,K17-023597,KINGS KSTL,A353196,5/23/2017,7/6/2017,44,STRAY,PRIV_SHELT,TRANSFER,DOGWOOD,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
GNOCCHI,DOG,BULL TERRIER,BLACK/WHITE,Spayed,MED,1/30/2012,K17-023139,TRUCK,A302163,4/14/2017,4/14/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95452.0,1,38.42063,-122.55253
MOA,DOG,LABRADOR RETR/BORDER COLLIE,BLACK,Male,MED,7/6/2017,K19-034613,DS70,A389254,11/19/2019,11/19/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,94951.0,1,38.29715,-122.66645
CHARLES,DOG,ALASKAN HUSKY/LABRADOR RETR,TRICOLOR,Neutered,LARGE,9/6/2018,K19-032129,TRUCK,A386776,5/6/2019,5/6/2019,0,STRAY,FIELD,RETURN TO OWNER,FB OTHER,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
SIRIUS,DOG,SIBERIAN HUSKY,BLACK/WHITE,Female,MED,8/5/2019,K20-036363,DS53,A399383,8/5/2020,8/6/2020,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95441.0,1,38.70646,-122.90408
OUTLAW,DOG,CHIHUAHUA SH,TAN,Male,MED,4/28/2014,K15-012728,DS55,A350578,2/7/2015,2/10/2015,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
SCOUT,DOG,GERM SHEPHERD,RED/BLACK,Male,LARGE,,K19-032544,DS63,A383864,6/10/2019,6/12/2019,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95472.0,1,38.40179,-122.82512
HARLEY,DOG,CHIHUAHUA SH/MIX,TRICOLOR,Neutered,SMALL,9/17/2009,K19-033745,DS53,A391505,9/17/2019,9/18/2019,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
JADE,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,MED,5/12/2011,K17-023443,DQ115,A352590,5/11/2017,5/23/2017,12,QUARANTINE,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*WINDSOR,COUNTY,94952.0,1,38.23262,-122.64426
CHLOE,DOG,LABRADOR RETR,BLACK,Spayed,LARGE,1/2/2011,K15-015814,DS89,A286342,9/4/2015,9/4/2015,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*WINDSOR,*WINDSOR,95492.0,1,38.54938,-122.81321
*GINGER,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,6/9/2014,K14-009941,DEBBIES,A309324,7/24/2014,8/25/2014,32,STRAY,OVER THE COUNTER,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
KOOKY,DOG,POODLE MIN,WHITE,Male,SMALL,1/1/2005,K16-021759,DS83,A031057,12/1/2016,12/29/2016,28,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94103.0,1,37.77672,-122.40779
DIABLO,DOG,PIT BULL,BLACK/WHITE,Neutered,SMALL,7/26/2021,K22-040584,DS72,A409123,1/24/2022,1/27/2022,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,1,38.45663,-122.72292
,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,SMALL,,K15-016232,CS06,A327811,9/29/2015,10/7/2015,8,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95462.0,1,38.46492,-123.0098
PUGSLEY,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,,K14-008076,CA03,A304020,3/15/2014,3/19/2014,4,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,94952.0,1,38.23262,-122.64426
BEAU,DOG,POINTER,LIVER TICK,Male,LARGE,,K18-030083,DA16,A377184,10/2/2018,10/2/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
NACHO,DOG,CHIHUAHUA SH,BROWN/TAN,Neutered,TOY,9/30/2012,K20-036910,DS92,A400701,9/30/2020,9/30/2020,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
KYO,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,5/1/2013,K19-032815,CS05,A300006,7/1/2019,7/5/2019,4,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
BENGI,DOG,PARSON RUSS TER/MIX,GOLD,Male,TOY,9/30/2020,K21-038110,DS96,A403248,3/25/2021,3/25/2021,0,OWNER SURRENDER,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
*RUBY,DOG,CHIHUAHUA SH/MIX,BROWN,Spayed,TOY,11/28/2013,K14-009020,DA07,A307306,5/28/2014,6/12/2014,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95462.0,1,38.46492,-123.0098
,CAT,DOMESTIC SH,TORTIE,Female,KITTN,8/22/2017,K17-025299,RECEIVING,A360883,9/13/2017,9/13/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
DUCE,DOG,CHIHUAHUA SH/MIX,TRICOLOR,Male,TOY,10/6/2010,K14-011017,DS76,A312259,9/27/2014,10/1/2014,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
*SONJA,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,10/1/2014,K14-011921,LOBBY,A314493,12/2/2014,12/17/2014,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
*JUNIOR,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,7/20/2022,K22-042425,LOBBY,A413106,9/3/2022,10/15/2022,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
PHOEBE RAE,CAT,DOMESTIC LH,BLACK,Spayed,SMALL,3/6/2014,K16-019923,CS05,A340068,7/23/2016,8/23/2016,31,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
*SHANIA,CAT,DOMESTIC SH,WHITE/CALICO,Spayed,KITTN,7/17/2020,K20-037359,CS04,A401437,11/17/2020,11/25/2020,8,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,94132.0,1,37.71377,-122.46709
*NORA,DOG,POODLE MIN/MIX,WHITE,Female,SMALL,3/16/2008,K18-027359,DS49,A368969,2/21/2018,3/16/2018,23,STRAY,FIELD,TRANSFER,BRB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,92867.0,1,33.80624,-117.83417
*LYDIA,DOG,CHIHUAHUA SH/MIX,BLACK/BROWN,Spayed,PUPPY,6/4/2014,K14-011443,DA02,A313046,10/24/2014,11/7/2014,14,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,1,38.23262,-122.64426
,CAT,DOMESTIC SH,BRN TABBY,Unknown,KITTN,,K22-041097,RECEIVING,A410949,4/12/2022,4/12/2022,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,TREATABLE/REHAB,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,,K17-023411,CS06,A352524,5/9/2017,5/11/2017,2,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
TIMBER,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,8/1/2016,K16-021187,CS04,A343777,10/15/2016,11/5/2016,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94949.0,1,38.06815,-122.53662
INDICA,DOG,POMERANIAN,BLUE,Female,TOY,9/2/2020,K22-042434,DS58,A413115,9/2/2022,9/3/2022,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
,CAT,DOMESTIC SH,ORG TABBY,Male,KITTN,8/20/2019,K19-033796,CS06,A391607,9/20/2019,9/25/2019,5,STRAY,OVER THE COUNTER,TRANSFER,,UNKNOWN,,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
LOBO,DOG,ALASKAN HUSKY/PIT BULL,WHITE,Neutered,LARGE,6/13/2017,K19-034663,DA12,A393932,11/26/2019,12/21/2019,25,STRAY,MUN_SHELT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436.0,1,38.47569,-122.89487
,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,,K15-015443,CS06,A326055,8/15/2015,8/25/2015,10,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
GRACIE,DOG,POODLE MIN/LABRADOR RETR,CREAM,Spayed,MED,9/5/2009,K17-024720,DS64,A313071,8/5/2017,8/10/2017,5,CONFISCATE,FLD_CORONR,TRANSFER,PETSLIFELN,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
RADAR,DOG,PARSON RUSS TER,BLACK/WHITE,Neutered,SMALL,10/30/2004,K19-033715,DS58,A203592,9/12/2019,9/14/2019,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
FINNEY,DOG,CHIHUAHUA SH,GOLD/WHITE,Neutered,TOY,3/2/2014,K15-012392,DA10,A314823,1/10/2015,1/15/2015,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
,CAT,DOMESTIC MH,BRN TABBY,Male,KITTN,4/4/2021,K21-038431,CA03,A404362,5/4/2021,5/5/2021,1,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
,DOG,DACHSHUND,BROWN,Male,SMALL,,K18-029843,DS55,A375963,9/11/2018,9/21/2018,10,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
MESHA,DOG,PIT BULL/MIX,TAN/WHITE,Female,MED,9/23/2020,K21-039698,DS81,A406864,9/22/2021,9/23/2021,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95401.0,1,38.45663,-122.72292
*JOEL,DOG,SIBERIAN HUSKY,TRICOLOR,Neutered,PUPPY,5/8/2021,K21-039191,DA44,A406093,7/30/2021,9/1/2021,33,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
HERSHEY,DOG,LABRADOR RETR,CHOCOLATE/WHITE,Neutered,LARGE,10/2/2011,K15-016234,MAC,A327836,10/2/2015,10/10/2015,8,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94568.0,1,37.70423,-121.91635
*HUCKLEBERRY,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,3/20/2022,K22-042450,CA02,A413144,9/7/2022,10/1/2022,24,STRAY,PHONE,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
ROBYN,DOG,SIBERIAN HUSKY,BROWN/WHITE,Female,MED,11/13/2012,K15-012984,TRUCK,A290920,3/2/2015,3/2/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
FRASIER,DOG,SCHNAUZER MIN/MIX,BROWN,Neutered,SMALL,2/7/2011,K17-023972,DA11,A354074,6/16/2017,7/21/2017,35,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403.0,1,38.51311,-122.75502
TITO,DOG,COCKER SPAN/MIX,TAN,Neutered,MED,1/4/2011,K14-007263,DS96,A300362,1/4/2014,1/28/2014,24,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,GREEN DOG,UNTREATABLE,UNTREATABLE,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
ROCCO,DOG,PUG,TAN,Neutered,TOY,1/1/2006,K18-030357,DS89,A029706,10/20/2018,10/23/2018,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
PANDA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,3/7/2011,K14-007988,CS04,A303683,3/7/2014,3/7/2014,0,TRANSFER,RESCUE_GRP,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
